pp,video,dial,t_begin_s,t_mid_s,t_end_s,duration_s
73,7,1,68.576,68.7162,68.8565,0.2806
73,7,3,68.9087,69.0617,69.2147,0.306
73,7,3,69.2668,69.3964,69.526,0.2592
73,7,1,69.5829,69.7237,69.8645,0.2816
73,7,3,69.9092,70.0549,70.2007,0.2915
73,7,3,70.2509,70.3941,70.5374,0.2866
73,7,1,70.594,70.7424,70.8908,0.2968
73,7,1,70.9413,71.0968,71.2523,0.311
73,7,4,71.3016,71.4447,71.5879,0.2863
73,7,5,71.6392,71.7885,71.9377,0.2984
73,7,6,71.9888,72.1413,72.2939,0.3051
73,7,3,72.3447,72.4933,72.6419,0.2972
73,7,3,72.6945,72.8412,72.9878,0.2933
73,7,4,73.046,73.1828,73.3196,0.2735
73,7,1,73.3715,73.5189,73.6663,0.2948
73,7,2,73.7161,73.8742,74.0323,0.3162
73,7,2,74.0888,74.2359,74.383,0.2942
73,7,1,74.4377,74.5852,74.7327,0.295
73,7,1,74.7848,74.9291,75.0733,0.2885
73,7,6,75.1287,75.2731,75.4175,0.2888
73,7,6,75.4745,75.6124,75.7503,0.2758
73,7,5,75.8119,75.95,76.0881,0.2761
73,7,6,76.1465,76.2883,76.4301,0.2836
73,7,1,76.4873,76.6369,76.7864,0.2991
73,7,1,76.8318,77.006,77.1801,0.3483
73,7,6,77.2346,77.3849,77.5353,0.3006
73,7,6,77.5861,77.7396,77.893,0.3069
73,7,3,77.9604,78.1019,78.2435,0.2831
73,7,2,78.2943,78.4442,78.5941,0.2998
73,7,3,78.6437,78.7958,78.9479,0.3042
73,7,1,79.0035,79.1397,79.276,0.2725
73,7,1,79.3221,79.4858,79.6495,0.3274
73,7,3,79.7022,79.857,80.0118,0.3096
73,7,6,80.0688,80.198,80.3271,0.2583
73,7,1,80.3809,80.5214,80.6618,0.2809
73,7,1,80.7159,80.8699,81.0239,0.3081
73,7,6,81.0794,81.2188,81.3583,0.279
73,7,6,81.4042,81.558,81.7117,0.3075
73,7,4,81.7636,81.9091,82.0547,0.2911
73,7,3,82.114,82.258,82.4019,0.2879
73,7,3,82.4501,82.5956,82.741,0.2909
73,7,2,82.7975,82.9481,83.0987,0.3012
73,7,1,83.1474,83.3109,83.4744,0.327
73,7,4,83.5297,83.6747,83.8196,0.2899
73,7,6,83.8722,84.0202,84.1683,0.2961
73,7,6,84.2163,84.3747,84.5332,0.3169
73,7,2,84.5927,84.7259,84.8591,0.2664
73,7,3,84.9132,85.0532,85.1933,0.2801
73,7,6,85.2493,85.3866,85.5239,0.2746
73,7,3,85.5788,85.7178,85.8568,0.278
73,7,3,85.9029,86.0627,86.2225,0.3197
73,7,6,86.2803,86.4227,86.5651,0.2848
73,7,4,86.6232,86.7617,86.9003,0.2771
73,7,5,86.9575,87.1007,87.244,0.2864
73,7,2,87.3018,87.4413,87.5807,0.2789
73,7,1,87.6368,87.7776,87.9183,0.2815
73,7,3,87.971,88.1196,88.2681,0.2971
73,7,3,88.3171,88.451,88.5849,0.2678
73,7,6,88.6433,88.7861,88.9288,0.2855
73,7,5,88.9853,89.1261,89.2669,0.2816
73,7,1,89.3274,89.4696,89.6117,0.2843
73,7,2,89.6685,89.8079,89.9473,0.2788
73,7,3,89.999,90.1547,90.3104,0.3114
74,7,4,2.052,2.1975,2.3429,0.2909
74,7,5,2.4009,2.5418,2.6827,0.2819
74,7,6,2.7396,2.8833,3.027,0.2874
74,7,3,3.0833,3.2301,3.3768,0.2934
74,7,3,3.4304,3.588,3.7456,0.3152
74,7,6,3.8033,3.9488,4.0944,0.2911
74,7,5,4.1511,4.2952,4.4393,0.2883
74,7,4,4.5009,4.6451,4.7893,0.2885
74,7,3,4.8471,5.0037,5.1603,0.3132
74,7,5,5.2164,5.3567,5.497,0.2806
74,7,4,5.5513,5.6983,5.8454,0.294
74,7,4,5.9033,6.061,6.2186,0.3153
74,7,5,6.277,6.4301,6.5832,0.3061
74,7,3,6.6416,6.7821,6.9226,0.281
74,7,6,6.9765,7.118,7.2594,0.283
74,7,3,7.3157,7.4592,7.6027,0.2871
74,7,3,7.6584,7.8061,7.9538,0.2954
74,7,6,8.0108,8.1563,8.3017,0.2908
74,7,3,8.3585,8.5013,8.6441,0.2856
74,7,2,8.6978,8.851,9.0042,0.3064
74,7,4,9.057,9.2035,9.35,0.293
74,7,3,9.4045,9.5437,9.6828,0.2783
74,7,5,9.7386,9.876,10.0134,0.2748
74,7,6,10.0657,10.2193,10.373,0.3073
74,7,6,10.4229,10.5748,10.7267,0.3038
74,7,3,10.7905,10.9274,11.0642,0.2737
74,7,6,11.1158,11.2678,11.4197,0.3039
74,7,4,11.4771,11.6168,11.7565,0.2794
74,7,4,11.8108,11.9658,12.1208,0.31
74,7,5,12.1777,12.3383,12.499,0.3213
74,7,5,12.5574,12.6998,12.8422,0.2847
74,7,4,12.9007,13.0427,13.1847,0.284
74,7,6,13.2439,13.3896,13.5352,0.2913
74,7,6,13.5863,13.739,13.8916,0.3053
74,7,3,13.9569,14.0945,14.2321,0.2752
74,7,6,14.2847,14.4301,14.5756,0.2909
74,7,2,14.6326,14.7765,14.9205,0.2879
74,7,1,14.9738,15.1329,15.292,0.3182
74,7,1,15.3483,15.4982,15.6481,0.2998
74,7,4,15.7079,15.8476,15.9872,0.2794
74,7,6,16.0452,16.1846,16.3239,0.2787
74,7,5,16.3794,16.5281,16.6769,0.2975
74,7,3,16.7355,16.8756,17.0156,0.2801
74,7,3,17.064,17.2134,17.3629,0.2989
74,7,5,17.4201,17.5616,17.7031,0.283
74,7,6,17.7564,17.9025,18.0487,0.2923
74,7,6,18.1049,18.2511,18.3972,0.2923
74,7,6,18.456,18.6029,18.7498,0.2937
74,7,2,18.8086,18.9497,19.0909,0.2823
74,7,1,19.1428,19.2922,19.4416,0.2988
74,7,3,19.4958,19.6333,19.7708,0.2749
74,7,6,19.8231,19.9495,20.0759,0.2527
74,7,6,20.1284,20.2697,20.411,0.2826
74,7,4,20.474,20.6108,20.7477,0.2737
74,7,6,20.799,20.949,21.099,0.3
74,7,4,21.1602,21.2968,21.4335,0.2733
74,7,5,21.491,21.639,21.787,0.2961
74,7,6,21.8409,21.9876,22.1343,0.2934
74,7,4,22.1907,22.3362,22.4818,0.2912
74,7,4,22.5398,22.6857,22.8316,0.2918
74,7,4,22.892,23.0413,23.1906,0.2986
74,7,1,23.2508,23.401,23.5512,0.3005
74,7,6,23.6035,23.7487,23.8939,0.2904
74,7,6,23.951,24.0879,24.2248,0.2737
74,7,1,24.277,24.4186,24.5602,0.2832
74,7,2,24.6125,24.7587,24.9049,0.2924
74,7,1,24.9553,25.0985,25.2416,0.2863
74,7,6,25.2969,25.4384,25.58,0.2831
74,7,5,25.6374,25.7915,25.9456,0.3082
74,7,1,26.0035,26.1463,26.2892,0.2857
74,7,1,26.34,26.4887,26.6374,0.2973
74,7,6,26.6906,26.8303,26.9699,0.2793
74,7,5,27.025,27.1781,27.3312,0.3061
74,7,3,27.3886,27.5327,27.6768,0.2882
74,7,5,27.7298,27.8783,28.0268,0.297
74,7,5,28.0816,28.2285,28.3754,0.2938
74,7,6,28.4344,28.5774,28.7203,0.2859
74,7,3,28.7773,28.923,29.0686,0.2913
74,7,4,29.1164,29.2704,29.4244,0.3081
74,7,1,29.4772,29.6278,29.7785,0.3012
74,7,3,29.826,29.991,30.1559,0.3299
74,7,6,30.2134,30.3433,30.4733,0.2599
74,7,5,30.5211,30.6716,30.8221,0.301
74,7,6,30.8773,31.0176,31.1579,0.2807
74,7,3,31.2148,31.3587,31.5025,0.2877
74,7,6,31.5564,31.7139,31.8714,0.3149
74,7,5,31.9283,32.0752,32.2221,0.2937
74,7,3,32.2784,32.4148,32.5511,0.2727
74,7,3,32.602,32.7471,32.8922,0.2902
74,7,1,32.9508,33.0898,33.2287,0.2779
74,7,4,33.2751,33.4277,33.5803,0.3053
74,7,2,33.637,33.7753,33.9136,0.2766
74,7,3,33.9663,34.1114,34.2565,0.2902
74,7,6,34.3118,34.4521,34.5924,0.2805
74,7,1,34.6514,34.7913,34.9311,0.2797
74,7,1,34.9774,35.158,35.3386,0.3612
74,7,4,35.3965,35.5415,35.6865,0.29
74,7,5,35.7436,35.885,36.0264,0.2828
74,7,6,36.0781,36.2322,36.3863,0.3082
74,7,3,36.4468,36.5867,36.7265,0.2797
74,7,2,36.7832,36.9213,37.0595,0.2764
74,7,4,37.1134,37.2612,37.4089,0.2955
74,7,5,37.4541,37.6128,37.7715,0.3174
74,7,6,37.824,37.971,38.1181,0.2941
74,7,3,38.178,38.3179,38.4578,0.2798
74,7,6,38.5137,38.6559,38.7981,0.2844
74,7,6,38.8502,38.9932,39.1361,0.2859
74,7,5,39.2001,39.3514,39.5026,0.3025
74,7,2,39.5639,39.7101,39.8562,0.2923
74,7,3,39.9106,40.0557,40.2009,0.2903
74,7,6,40.2553,40.3987,40.5422,0.2869
74,7,6,40.594,40.7352,40.8763,0.2823
74,7,4,40.9382,41.0759,41.2135,0.2753
74,7,1,41.2711,41.4111,41.5511,0.28
74,7,1,41.6031,41.7499,41.8966,0.2935
74,7,3,41.9561,42.0971,42.2381,0.282
74,7,6,42.2959,42.4275,42.5591,0.2632
74,7,2,42.6146,42.759,42.9034,0.2888
74,7,6,42.9534,43.1085,43.2636,0.3102
74,7,6,43.3136,43.4611,43.6087,0.2952
74,7,3,43.6703,43.8157,43.961,0.2907
74,7,1,44.0085,44.1719,44.3352,0.3267
74,7,2,44.3758,44.5492,44.7227,0.3469
74,7,6,44.774,44.9303,45.0867,0.3127
74,7,1,45.14,45.2811,45.4221,0.2822
74,7,6,45.4733,45.632,45.7908,0.3175
74,7,4,45.8504,45.9872,46.124,0.2735
74,7,4,46.1813,46.3253,46.4692,0.2879
74,7,1,46.5276,46.6787,46.8297,0.3022
74,7,2,46.8832,47.0272,47.1711,0.2879
74,7,3,47.2237,47.3694,47.5152,0.2915
74,7,6,47.5728,47.7202,47.8676,0.2948
74,7,5,47.9254,48.0668,48.2082,0.2828
74,7,4,48.2705,48.4218,48.5731,0.3026
74,7,5,48.6271,48.7853,48.9436,0.3165
74,7,4,49.0022,49.1447,49.2873,0.2851
74,7,6,49.344,49.4999,49.6557,0.3117
74,7,1,49.7091,49.8554,50.0017,0.2926
74,7,1,50.0593,50.2094,50.3595,0.3002
74,7,4,50.4175,50.5668,50.716,0.2984
74,7,3,50.773,50.9176,51.0623,0.2893
74,7,5,51.1189,51.2579,51.3969,0.278
74,7,6,51.4488,51.599,51.7491,0.3003
74,7,6,51.8083,51.9504,52.0925,0.2842
74,7,3,52.1536,52.293,52.4324,0.2788
74,7,2,52.4892,52.6347,52.7802,0.291
74,7,1,52.835,52.9772,53.1193,0.2843
74,7,6,53.1765,53.3144,53.4523,0.2758
74,7,1,53.5055,53.6556,53.8056,0.3002
74,7,2,53.8536,54.0271,54.2007,0.3471
74,7,1,54.256,54.4041,54.5523,0.2963
74,7,3,54.6032,54.76,54.9168,0.3135
74,7,3,54.9685,55.1001,55.2317,0.2632
74,7,3,55.2905,55.431,55.5714,0.281
74,7,3,55.6286,55.7701,55.9116,0.2831
74,7,3,55.9696,56.1096,56.2496,0.28
74,7,2,56.3081,56.4445,56.5809,0.2727
74,7,3,56.634,56.7821,56.9302,0.2963
74,7,1,56.9848,57.1238,57.2629,0.2782
74,7,6,57.3146,57.4671,57.6196,0.305
74,7,1,57.6812,57.83,57.9788,0.2976
74,7,1,58.0257,58.2193,58.4129,0.3873
74,7,4,58.4695,58.6195,58.7695,0.3
74,7,5,58.8271,58.973,59.1189,0.2917
74,7,3,59.1773,59.3216,59.466,0.2887
74,7,2,59.5135,59.6671,59.8206,0.307
74,7,3,59.8725,60.0262,60.1799,0.3075
74,7,1,60.2371,60.3741,60.5111,0.274
74,7,2,60.5643,60.7069,60.8495,0.2852
74,7,6,60.8996,61.041,61.1824,0.2828
74,7,3,61.2391,61.3765,61.5139,0.2748
74,7,3,61.5611,61.715,61.869,0.3079
74,7,6,61.9267,62.0719,62.217,0.2903
74,7,3,62.2786,62.4214,62.5642,0.2856
74,7,3,62.6152,62.7662,62.9171,0.3019
74,7,6,62.9747,63.1147,63.2547,0.2801
74,7,5,63.3108,63.4552,63.5997,0.2889
74,7,4,63.6597,63.809,63.9583,0.2986
74,7,4,64.014,64.175,64.336,0.322
74,7,1,64.394,64.5587,64.7233,0.3293
74,7,6,64.7792,64.9217,65.0641,0.2849
74,7,4,65.1102,65.2646,65.4191,0.3089
74,7,4,65.4783,65.622,65.7658,0.2875
74,7,6,65.8259,65.9754,66.1249,0.299
74,7,6,66.1798,66.3258,66.4717,0.2919
74,7,5,66.5346,66.672,66.8094,0.2748
74,7,1,66.8673,67.0111,67.155,0.2877
74,7,3,67.2039,67.3659,67.5278,0.3239
74,7,6,67.5863,67.7178,67.8493,0.2631
74,7,3,67.8974,68.0443,68.1913,0.2939
74,7,1,68.2412,68.3969,68.5527,0.3115
74,7,1,68.5964,68.7722,68.948,0.3516
74,7,6,69.0045,69.1441,69.2837,0.2792
74,7,1,69.3389,69.4766,69.6143,0.2754
74,7,2,69.6679,69.815,69.9621,0.2942
74,7,6,70.0129,70.1661,70.3193,0.3064
74,7,5,70.3779,70.5188,70.6598,0.2819
74,7,3,70.7171,70.8666,71.016,0.2989
74,7,3,71.0698,71.2087,71.3475,0.2777
74,7,6,71.3998,71.5515,71.7032,0.3034
74,7,6,71.7491,71.8987,72.0482,0.2991
74,7,1,72.1121,72.2478,72.3835,0.2715
74,7,6,72.4396,72.5826,72.7256,0.2859
74,7,5,72.7814,72.9169,73.0524,0.2711
74,7,5,73.1148,73.2563,73.3978,0.283
74,7,4,73.4564,73.6012,73.7461,0.2897
74,7,1,73.8025,73.9558,74.1091,0.3066
74,7,5,74.1602,74.3195,74.4788,0.3186
74,7,6,74.5296,74.6806,74.8317,0.302
74,7,5,74.881,75.0348,75.1886,0.3076
74,7,3,75.249,75.3899,75.5309,0.2819
74,7,4,75.5831,75.7275,75.8719,0.2888
74,7,4,75.93,76.069,76.2079,0.2778
74,7,4,76.2645,76.4273,76.5902,0.3257
74,7,2,76.6463,76.8113,76.9764,0.3301
74,7,2,77.0176,77.2013,77.385,0.3674
74,7,4,77.4409,77.5967,77.7526,0.3116
74,7,1,77.8106,77.9555,78.1005,0.2899
74,7,1,78.1531,78.3007,78.4483,0.2952
74,7,2,78.5075,78.6549,78.8022,0.2948
74,7,5,78.8622,79.0036,79.1451,0.2829
74,7,2,79.2003,79.3482,79.496,0.2958
74,7,6,79.5538,79.6963,79.8388,0.285
74,7,6,79.8857,80.0362,80.1868,0.3011
74,7,3,80.2509,80.3851,80.5192,0.2683
74,7,1,80.5714,80.7139,80.8564,0.285
74,7,4,80.9042,81.0526,81.2011,0.2969
74,7,6,81.256,81.3989,81.5419,0.2859
74,7,5,81.5904,81.7484,81.9064,0.316
74,7,2,81.9627,82.1009,82.2391,0.2764
74,7,6,82.2923,82.4417,82.5911,0.2988
74,7,6,82.649,82.7963,82.9437,0.2948
74,7,1,83.0027,83.149,83.2954,0.2927
74,7,6,83.3425,83.5177,83.6929,0.3504
74,7,1,83.7431,83.8982,84.0533,0.3102
74,7,6,84.1042,84.2589,84.4137,0.3095
74,7,6,84.4627,84.6124,84.7622,0.2994
74,7,5,84.8258,84.9593,85.0928,0.267
74,7,3,85.1537,85.2947,85.4356,0.2819
74,7,6,85.4856,85.6315,85.7773,0.2917
74,7,3,85.8327,85.9724,86.112,0.2793
74,7,3,86.1568,86.3184,86.4801,0.3233
74,7,6,86.5386,86.6782,86.8179,0.2793
74,7,6,86.8757,87.016,87.1563,0.2805
74,7,5,87.2209,87.3672,87.5135,0.2926
74,7,6,87.5764,87.7219,87.8674,0.291
74,7,2,87.9243,88.0708,88.2172,0.2929
74,7,1,88.2686,88.424,88.5794,0.3108
74,7,3,88.6313,88.7774,88.9236,0.2924
74,7,6,88.9776,89.1063,89.235,0.2574
74,7,6,89.2904,89.4317,89.573,0.2827
74,7,1,89.6363,89.7782,89.9201,0.2838
74,7,1,89.9656,90.1511,90.3365,0.3709
75,7,5,2.052,2.1975,2.3429,0.2909
75,7,6,2.3979,2.5376,2.6773,0.2794
75,7,3,2.7314,2.8802,3.0291,0.2978
75,7,3,3.0774,3.2351,3.3929,0.3156
75,7,2,3.4509,3.5964,3.7418,0.2909
75,7,1,3.7915,3.948,4.1044,0.3129
75,7,3,4.1612,4.3023,4.4435,0.2823
75,7,3,4.4952,4.6255,4.7557,0.2606
75,7,5,4.8141,4.9549,5.0958,0.2817
75,7,3,5.1491,5.3018,5.4545,0.3054
75,7,3,5.5078,5.6475,5.7872,0.2794
75,7,2,5.8453,5.9873,6.1292,0.2838
75,7,6,6.1819,6.3263,6.4707,0.2889
75,7,2,6.5284,6.6668,6.8052,0.2767
75,7,2,6.8576,7.0101,7.1625,0.305
75,7,4,7.2173,7.3618,7.5063,0.289
75,7,5,7.5614,7.7006,7.8398,0.2784
75,7,2,7.8935,8.0429,8.1923,0.2988
75,7,3,8.2478,8.3913,8.5349,0.2872
75,7,6,8.592,8.7318,8.8716,0.2797
75,7,6,8.9283,9.0729,9.2174,0.2891
75,7,2,9.2832,9.4298,9.5764,0.2932
75,7,2,9.6292,9.7865,9.9437,0.3146
75,7,3,9.9991,10.1496,10.3001,0.3011
75,7,6,10.3539,10.4986,10.6434,0.2895
75,7,5,10.6925,10.8375,10.9824,0.2898
75,7,5,11.0437,11.185,11.3263,0.2826
75,7,3,11.3842,11.5299,11.6757,0.2915
75,7,3,11.7284,11.8719,12.0154,0.2869
75,7,6,12.0724,12.2189,12.3654,0.293
75,7,5,12.4225,12.5647,12.7068,0.2844
75,7,3,12.7676,12.9145,13.0613,0.2937
75,7,3,13.1166,13.2568,13.397,0.2804
75,7,3,13.45,13.5979,13.7458,0.2958
75,7,6,13.7988,13.9461,14.0935,0.2946
75,7,5,14.1495,14.2917,14.4339,0.2844
75,7,1,14.4925,14.6385,14.7846,0.2921
75,7,4,14.8347,15.0077,15.1806,0.3459
75,7,3,15.2407,15.3916,15.5425,0.3018
75,7,3,15.5983,15.7395,15.8807,0.2824
75,7,6,15.939,16.0785,16.2181,0.2791
75,7,5,16.2742,16.4127,16.5512,0.277
75,7,1,16.6096,16.7489,16.8881,0.2785
75,7,1,16.9422,17.0888,17.2353,0.2931
75,7,2,17.2954,17.4358,17.5762,0.2808
75,7,4,17.6294,17.7719,17.9143,0.2848
75,7,5,17.9709,18.1085,18.2461,0.2751
75,7,6,18.3024,18.4571,18.6118,0.3094
75,7,6,18.6675,18.8178,18.968,0.3005
75,7,6,19.0266,19.1652,19.3038,0.2772
75,7,6,19.3636,19.5002,19.6367,0.2731
75,7,3,19.6972,19.834,19.9709,0.2737
75,7,1,20.0233,20.1672,20.3111,0.2878
75,7,1,20.3634,20.508,20.6527,0.2893
75,7,6,20.7094,20.8487,20.988,0.2786
75,7,5,21.0387,21.1788,21.3189,0.2802
75,7,5,21.3814,21.5249,21.6684,0.2869
75,7,3,21.7233,21.8701,22.0169,0.2936
75,7,3,22.0665,22.2103,22.3541,0.2876
75,7,1,22.4111,22.5519,22.6926,0.2815
75,7,1,22.7376,22.8874,23.0372,0.2995
75,7,6,23.0915,23.2356,23.3797,0.2882
75,7,5,23.4373,23.5783,23.7192,0.2819
75,7,6,23.7794,23.9196,24.0597,0.2803
75,7,6,24.1114,24.2586,24.4058,0.2944
75,7,2,24.4572,24.6014,24.7456,0.2884
75,7,1,24.7971,24.9476,25.098,0.3009
75,7,6,25.1532,25.2924,25.4316,0.2784
75,7,2,25.4879,25.637,25.7861,0.2982
75,7,6,25.835,25.9943,26.1537,0.3186
75,7,1,26.2124,26.35,26.4876,0.2752
75,7,2,26.5363,26.697,26.8576,0.3213
75,7,1,26.9107,27.0582,27.2056,0.2949
75,7,1,27.2512,27.4335,27.6158,0.3645
75,7,2,27.6756,27.8203,27.9651,0.2895
75,7,6,28.0207,28.1572,28.2938,0.2731
75,7,5,28.35,28.4901,28.6303,0.2802
75,7,5,28.6915,28.839,28.9865,0.295
75,7,6,29.0449,29.187,29.3291,0.2841
75,7,3,29.3856,29.5309,29.6762,0.2906
75,7,3,29.7247,29.8782,30.0317,0.307
75,7,6,30.088,30.2332,30.3783,0.2903
75,7,6,30.4278,30.5756,30.7234,0.2956
75,7,3,30.7865,30.9258,31.0651,0.2785
75,7,2,31.1174,31.2756,31.4339,0.3165
75,7,1,31.4822,31.6382,31.7942,0.312
75,7,5,31.8506,31.9916,32.1326,0.282
75,7,6,32.184,32.3262,32.4684,0.2844
75,7,6,32.5253,32.6689,32.8125,0.2872
75,7,4,32.8769,33.0199,33.1628,0.2858
75,7,5,33.2193,33.3669,33.5144,0.2951
75,7,2,33.5688,33.7182,33.8676,0.2988
75,7,4,33.9231,34.0684,34.2137,0.2906
75,7,3,34.2722,34.4173,34.5624,0.2901
75,7,5,34.6134,34.763,34.9125,0.2991
75,7,5,34.9683,35.1218,35.2752,0.3069
75,7,5,35.3329,35.4794,35.6259,0.2931
75,7,6,35.6825,35.8302,35.978,0.2955
75,7,6,36.0354,36.178,36.3206,0.2852
75,7,2,36.3866,36.5247,36.6628,0.2763
75,7,1,36.7187,36.8627,37.0066,0.288
75,7,6,37.0591,37.207,37.355,0.2959
75,7,5,37.4133,37.5518,37.6903,0.277
75,7,6,37.7531,37.9001,38.047,0.2939
75,7,6,38.1079,38.2487,38.3895,0.2816
75,7,5,38.447,38.585,38.723,0.276
75,7,2,38.7787,38.9215,39.0643,0.2856
75,7,2,39.1179,39.2627,39.4076,0.2898
75,7,1,39.459,39.6078,39.7565,0.2976
75,7,4,39.8132,39.9507,40.0882,0.275
75,7,4,40.1423,40.283,40.4238,0.2815
75,7,1,40.4832,40.6364,40.7895,0.3063
75,7,3,40.8424,40.9871,41.1319,0.2895
75,7,6,41.19,41.3192,41.4484,0.2585
75,7,2,41.5044,41.6496,41.7948,0.2905
75,7,1,41.8453,42.005,42.1648,0.3195
75,7,4,42.2189,42.3619,42.5048,0.2859
75,7,2,42.5614,42.7002,42.8389,0.2775
75,7,6,42.891,43.0491,43.2072,0.3162
75,7,6,43.255,43.4065,43.5579,0.3028
75,7,5,43.6205,43.7643,43.9082,0.2877
75,7,2,43.964,44.1129,44.2619,0.2978
75,7,3,44.3112,44.4707,44.6301,0.3188
75,7,3,44.6824,44.8307,44.9791,0.2967
75,7,5,45.0362,45.1823,45.3283,0.2921
75,7,6,45.384,45.5324,45.6807,0.2967
75,7,5,45.7373,45.8815,46.0257,0.2884
75,7,4,46.0868,46.228,46.3692,0.2824
75,7,2,46.4286,46.5709,46.7133,0.2847
75,7,6,46.7668,46.9129,47.059,0.2922
75,7,6,47.1095,47.2539,47.3982,0.2887
75,7,5,47.4596,47.5997,47.7398,0.2802
75,7,1,47.7984,47.9457,48.093,0.2947
75,7,2,48.1445,48.3025,48.4605,0.316
75,7,4,48.5165,48.6628,48.8091,0.2926
75,7,3,48.8661,49.0175,49.1689,0.3028
75,7,5,49.2259,49.3623,49.4987,0.2727
75,7,2,49.5483,49.7024,49.8566,0.3083
75,7,4,49.9144,50.0606,50.2067,0.2923
75,7,6,50.2553,50.4094,50.5635,0.3081
75,7,1,50.6239,50.7619,50.8999,0.276
75,7,2,50.9538,51.105,51.2561,0.3023
75,7,5,51.3101,51.448,51.5859,0.2759
75,7,6,51.6377,51.7839,51.93,0.2923
75,7,6,51.9844,52.1325,52.2806,0.2962
75,7,6,52.3456,52.4878,52.63,0.2844
75,7,3,52.696,52.8388,52.9817,0.2857
75,7,2,53.0365,53.1876,53.3388,0.3022
75,7,2,53.3925,53.541,53.6895,0.297
75,7,1,53.7447,53.9005,54.0562,0.3115
75,7,4,54.1096,54.2591,54.4085,0.2989
75,7,4,54.4667,54.6122,54.7577,0.291
75,7,3,54.8148,54.9715,55.1283,0.3135
75,7,3,55.1769,55.3263,55.4756,0.2987
75,7,2,55.5339,55.673,55.8122,0.2783
75,7,1,55.8623,56.0234,56.1844,0.3221
75,7,1,56.2414,56.3874,56.5333,0.2919
75,7,6,56.5918,56.7349,56.8781,0.2863
75,7,6,56.9299,57.0723,57.2146,0.2848
75,7,6,57.2793,57.4145,57.5498,0.2705
75,7,5,57.6149,57.7545,57.8942,0.2794
75,7,5,57.9546,58.1024,58.2501,0.2955
75,7,4,58.3068,58.4562,58.6056,0.2988
75,7,6,58.6641,58.812,58.9599,0.2958
75,7,6,59.0202,59.1583,59.2964,0.2762
75,7,3,59.3571,59.5057,59.6543,0.2972
75,7,1,59.7008,59.8596,60.0185,0.3177
75,7,4,60.0665,60.2242,60.3818,0.3152
75,7,5,60.4394,60.5816,60.7238,0.2844
75,7,6,60.7769,60.9249,61.0729,0.296
75,7,5,61.1328,61.2727,61.4127,0.2799
75,7,5,61.474,61.6183,61.7626,0.2887
75,7,5,61.8216,61.9636,62.1056,0.284
75,7,2,62.165,62.3116,62.4581,0.2931
75,7,3,62.515,62.6598,62.8046,0.2896
75,7,5,62.863,62.9979,63.1328,0.2698
75,7,6,63.1827,63.3344,63.486,0.3033
75,7,1,63.5477,63.6844,63.8211,0.2734
75,7,4,63.8718,64.052,64.2322,0.3604
75,7,6,64.2914,64.4521,64.6129,0.3214
75,7,3,64.6683,64.8195,64.9708,0.3025
75,7,1,65.0235,65.1702,65.3168,0.2933
75,7,5,65.3692,65.5137,65.6582,0.289
75,7,4,65.709,65.8517,65.9944,0.2854
75,7,6,66.052,66.1968,66.3416,0.2896
75,7,3,66.3984,66.5427,66.687,0.2887
75,7,3,66.7372,66.8898,67.0423,0.3051
75,7,6,67.099,67.2458,67.3925,0.2935
75,7,6,67.449,67.5892,67.7295,0.2806
75,7,5,67.783,67.9232,68.0633,0.2803
75,7,2,68.1184,68.2647,68.4111,0.2927
75,7,2,68.465,68.617,68.769,0.304
75,7,6,68.8234,68.9755,69.1275,0.3041
75,7,1,69.1817,69.3193,69.457,0.2752
75,7,3,69.5088,69.6621,69.8155,0.3066
75,7,5,69.8667,69.9992,70.1317,0.265
75,7,2,70.1852,70.3327,70.4802,0.295
75,7,1,70.5333,70.6856,70.8379,0.3046
75,7,4,70.8906,71.0479,71.2052,0.3146
75,7,1,71.2598,71.4088,71.5579,0.2981
75,7,2,71.6105,71.755,71.8996,0.2891
75,7,6,71.9482,72.0915,72.2349,0.2867
75,7,5,72.2803,72.4262,72.5722,0.2919
75,7,4,72.6308,72.7734,72.9159,0.2851
75,7,4,72.9756,73.1177,73.2598,0.2842
75,7,4,73.3182,73.4707,73.6233,0.3051
75,7,3,73.6804,73.8392,73.998,0.3175
75,7,3,74.0428,74.1968,74.3508,0.308
75,7,6,74.4093,74.546,74.6828,0.2736
75,7,6,74.7302,74.8784,75.0265,0.2963
75,7,5,75.0873,75.2271,75.367,0.2797
75,7,4,75.4275,75.5688,75.71,0.2825
75,7,6,75.7686,75.9145,76.0604,0.2918
75,7,1,76.1193,76.2683,76.4172,0.2979
75,7,2,76.4622,76.6378,76.8133,0.3511
75,7,6,76.8628,77.0288,77.1947,0.3319
75,7,3,77.2491,77.3982,77.5473,0.2982
75,7,6,77.6026,77.7529,77.9032,0.3006
75,7,1,77.9599,78.1015,78.2432,0.2833
75,7,5,78.2985,78.4575,78.6165,0.3179
75,7,4,78.6715,78.8169,78.9622,0.2907
75,7,6,79.0171,79.1826,79.3481,0.3311
75,7,4,79.4119,79.551,79.6901,0.2783
75,7,6,79.7416,79.8998,80.058,0.3165
75,7,6,80.1122,80.2624,80.4125,0.3004
75,7,4,80.4784,80.6156,80.7527,0.2743
75,7,1,80.8073,80.9563,81.1054,0.2981
75,7,2,81.1608,81.2971,81.4335,0.2728
75,7,6,81.4814,81.6285,81.7756,0.2942
75,7,6,81.82,81.9736,82.1273,0.3073
