pp,video,dial,t_begin_s,t_mid_s,t_end_s,duration_s
5,7,1,87.5526,87.7119,87.8711,0.3184
5,7,4,87.9293,88.0714,88.2136,0.2843
5,7,5,88.2724,88.4152,88.5579,0.2855
5,7,3,88.6147,88.7633,88.9119,0.2972
5,7,6,88.9635,89.1081,89.2527,0.2892
5,7,5,89.3095,89.4501,89.5906,0.2811
5,7,3,89.651,89.7932,89.9354,0.2844
5,7,3,89.9874,90.1345,90.2815,0.2942
6,7,1,2.052,2.1975,2.3429,0.2909
6,7,4,2.3961,2.5367,2.6773,0.2812
6,7,5,2.7356,2.8777,3.0198,0.2842
6,7,2,3.0773,3.2196,3.3619,0.2846
6,7,1,3.412,3.5648,3.7176,0.3056
6,7,2,3.773,3.9181,4.0631,0.2901
6,7,1,4.1162,4.2563,4.3965,0.2803
6,7,2,4.4534,4.594,4.7346,0.2812
6,7,3,4.7867,4.933,5.0793,0.2926
6,7,1,5.1353,5.275,5.4148,0.2795
6,7,1,5.462,5.6241,5.7861,0.3241
6,7,4,5.8459,5.9887,6.1314,0.2855
6,7,5,6.1887,6.3374,6.4861,0.2974
6,7,3,6.5431,6.6844,6.8257,0.2826
6,7,1,6.8794,7.0207,7.162,0.2826
6,7,4,7.2161,7.3539,7.4917,0.2756
6,7,4,7.5479,7.6866,7.8253,0.2774
6,7,5,7.886,8.0325,8.1789,0.2929
6,7,6,8.2355,8.3794,8.5232,0.2878
6,7,6,8.5814,8.7254,8.8695,0.2881
6,7,3,8.9351,9.0816,9.228,0.2929
6,7,4,9.2835,9.4343,9.585,0.3015
6,7,4,9.6392,9.7831,9.927,0.2879
6,7,5,9.9872,10.1403,10.2933,0.3061
6,7,6,10.3405,10.5011,10.6616,0.3211
6,7,3,10.7141,10.8614,11.0086,0.2945
6,7,2,11.0622,11.213,11.3638,0.3017
6,7,2,11.4138,11.5715,11.7291,0.3152
6,7,1,11.7824,11.9391,12.0957,0.3133
6,7,1,12.1437,12.3224,12.5011,0.3574
6,7,2,12.5574,12.7078,12.8582,0.3009
6,7,6,12.9137,13.0566,13.1995,0.2859
6,7,3,13.2493,13.3911,13.5329,0.2836
6,7,5,13.5897,13.7331,13.8766,0.2869
6,7,4,13.926,14.0748,14.2236,0.2976
6,7,3,14.2828,14.4274,14.572,0.2892
6,7,4,14.6279,14.7692,14.9105,0.2826
6,7,4,14.9635,15.1172,15.2709,0.3074
6,7,1,15.3295,15.4883,15.647,0.3175
6,7,1,15.7018,15.8471,15.9923,0.2905
6,7,3,16.0481,16.1898,16.3315,0.2833
6,7,6,16.3796,16.5155,16.6515,0.2719
6,7,5,16.7073,16.8464,16.9856,0.2783
6,7,1,17.0443,17.1865,17.3288,0.2845
6,7,6,17.3849,17.523,17.6611,0.2762
6,7,5,17.7155,17.8538,17.9922,0.2768
6,7,1,18.0505,18.1926,18.3348,0.2844
6,7,1,18.3791,18.5572,18.7353,0.3562
6,7,2,18.7898,18.9366,19.0834,0.2936
6,7,6,19.1332,19.2805,19.4279,0.2948
6,7,6,19.4751,19.6195,19.7639,0.2888
6,7,6,19.8267,19.9636,20.1005,0.2739
6,7,6,20.1646,20.3054,20.4461,0.2814
6,7,6,20.5077,20.6428,20.7779,0.2702
6,7,5,20.8309,20.9697,21.1086,0.2777
6,7,2,21.1683,21.3093,21.4502,0.282
6,7,1,21.5068,21.65,21.7932,0.2864
6,7,6,21.8493,21.9913,22.1333,0.284
6,7,3,22.1895,22.3248,22.46,0.2705
6,7,2,22.5048,22.6619,22.8191,0.3144
6,7,2,22.8709,23.0265,23.1822,0.3114
6,7,3,23.2361,23.3892,23.5423,0.3062
6,7,5,23.5971,23.7348,23.8726,0.2755
6,7,4,23.9271,24.0688,24.2105,0.2833
6,7,1,24.2672,24.4141,24.5611,0.2939
6,7,6,24.6156,24.7552,24.8949,0.2792
6,7,6,24.9447,25.0886,25.2324,0.2877
6,7,5,25.2945,25.4302,25.5659,0.2714
6,7,1,25.623,25.7672,25.9114,0.2884
6,7,2,25.9571,26.1288,26.3005,0.3434
6,7,3,26.3558,26.5005,26.6452,0.2894
6,7,6,26.7024,26.846,26.9895,0.2871
6,7,6,27.047,27.1885,27.33,0.2831
6,7,3,27.3912,27.5337,27.6761,0.2849
6,7,4,27.7282,27.8851,28.0419,0.3138
6,7,1,28.0965,28.2436,28.3907,0.2942
6,7,2,28.4445,28.5937,28.7428,0.2983
6,7,3,28.7966,28.9447,29.0928,0.2962
6,7,6,29.145,29.2847,29.4245,0.2795
6,7,6,29.4832,29.6222,29.7611,0.2779
6,7,1,29.8214,29.9609,30.1005,0.2791
6,7,1,30.1524,30.3065,30.4605,0.3081
6,7,1,30.5167,30.6576,30.7985,0.2818
6,7,3,30.8577,30.9986,31.1395,0.2818
6,7,6,31.194,31.331,31.468,0.274
6,7,1,31.5246,31.6709,31.8172,0.2926
6,7,3,31.8721,32.0161,32.1601,0.288
6,7,4,32.2166,32.3447,32.4728,0.2562
6,7,6,32.5202,32.6677,32.8152,0.2949
6,7,3,32.8752,33.0129,33.1506,0.2755
6,7,3,33.198,33.3534,33.5088,0.3108
6,7,3,33.5673,33.7047,33.8421,0.2748
6,7,5,33.9006,34.0398,34.1789,0.2783
6,7,5,34.2333,34.385,34.5366,0.3033
6,7,6,34.5934,34.7488,34.9042,0.3109
6,7,3,34.9639,35.1046,35.2454,0.2815
6,7,3,35.2952,35.4501,35.605,0.3099
6,7,3,35.6642,35.8027,35.9412,0.277
6,7,3,35.9997,36.1373,36.2748,0.2751
6,7,1,36.3329,36.4725,36.6122,0.2793
6,7,1,36.6647,36.8072,36.9498,0.2851
6,7,6,36.9992,37.1433,37.2875,0.2883
6,7,2,37.3448,37.4831,37.6214,0.2766
6,7,1,37.6771,37.8167,37.9562,0.2791
6,7,4,38.0123,38.1559,38.2995,0.2872
6,7,6,38.3545,38.497,38.6395,0.285
6,7,6,38.6913,38.8415,38.9918,0.3005
6,7,5,39.0574,39.2027,39.3481,0.2908
6,7,4,39.4095,39.5555,39.7016,0.2921
6,7,1,39.7613,39.8996,40.0379,0.2766
6,7,5,40.0932,40.2323,40.3715,0.2783
6,7,6,40.4185,40.5715,40.7245,0.306
6,7,3,40.7796,40.9226,41.0656,0.286
6,7,2,41.1185,41.2726,41.4267,0.3082
6,7,1,41.4792,41.6287,41.7782,0.2989
6,7,6,41.8344,41.9736,42.1128,0.2784
6,7,6,42.1711,42.3074,42.4438,0.2727
6,7,3,42.5083,42.6515,42.7946,0.2864
6,7,2,42.8499,43.0016,43.1532,0.3033
6,7,1,43.205,43.3634,43.5217,0.3167
6,7,3,43.5741,43.7244,43.8746,0.3004
6,7,3,43.9277,44.0664,44.2051,0.2774
6,7,1,44.2621,44.4102,44.5584,0.2963
6,7,1,44.5976,44.7718,44.946,0.3485
6,7,4,45.0026,45.1465,45.2904,0.2877
6,7,3,45.3477,45.4864,45.6252,0.2776
6,7,2,45.6783,45.8214,45.9644,0.2861
6,7,2,46.0145,46.1694,46.3244,0.31
6,7,1,46.3796,46.5274,46.6752,0.2956
6,7,2,46.7302,46.8719,47.0137,0.2835
6,7,6,47.0667,47.2071,47.3475,0.2809
6,7,5,47.403,47.5437,47.6845,0.2815
6,7,3,47.7427,47.8881,48.0336,0.2909
6,7,2,48.0872,48.2272,48.3672,0.28
6,7,1,48.4176,48.575,48.7323,0.3147
6,7,4,48.7856,48.9411,49.0966,0.311
6,7,4,49.1547,49.3121,49.4695,0.3148
6,7,4,49.5244,49.6842,49.844,0.3195
6,7,6,49.8996,50.0556,50.2117,0.3121
6,7,2,50.2699,50.4115,50.553,0.2831
6,7,4,50.6012,50.7651,50.9291,0.328
6,7,1,50.9863,51.1286,51.2709,0.2846
6,7,3,51.3258,51.4631,51.6004,0.2747
6,7,6,51.6601,51.7875,51.9149,0.2548
6,7,1,51.9656,52.1104,52.2551,0.2895
6,7,1,52.3106,52.4534,52.5962,0.2856
6,7,5,52.6541,52.7955,52.937,0.2829
6,7,6,52.9899,53.1307,53.2715,0.2816
6,7,2,53.3277,53.4717,53.6157,0.288
6,7,1,53.6672,53.8203,53.9734,0.3062
6,7,4,54.0265,54.1775,54.3285,0.3021
6,7,6,54.3868,54.5315,54.6763,0.2895
6,7,6,54.7329,54.8751,55.0172,0.2843
6,7,3,55.0788,55.2321,55.3854,0.3066
6,7,3,55.4329,55.586,55.739,0.3062
6,7,3,55.7965,55.9389,56.0813,0.2848
6,7,4,56.14,56.2774,56.4149,0.2749
6,7,3,56.4654,56.6147,56.764,0.2987
6,7,6,56.8196,56.9538,57.0879,0.2683
6,7,3,57.1379,57.2806,57.4234,0.2855
6,7,2,57.4764,57.6181,57.7598,0.2834
6,7,1,57.8112,57.9718,58.1325,0.3214
6,7,4,58.1867,58.3484,58.5102,0.3235
6,7,1,58.5677,58.7165,58.8654,0.2977
6,7,3,58.9181,59.0645,59.2109,0.2928
6,7,1,59.2579,59.3924,59.5268,0.2688
6,7,4,59.5645,59.7393,59.914,0.3495
6,7,1,59.9742,60.1192,60.2641,0.2899
6,7,1,60.3149,60.4623,60.6097,0.2948
6,7,4,60.663,60.8045,60.946,0.283
6,7,6,61.0009,61.1404,61.2798,0.2789
6,7,6,61.3393,61.4795,61.6197,0.2805
6,7,3,61.6856,61.8301,61.9746,0.289
6,7,3,62.0241,62.1785,62.3329,0.3088
6,7,3,62.391,62.5364,62.6818,0.2907
6,7,6,62.7391,62.8807,63.0222,0.2831
6,7,2,63.0791,63.2233,63.3675,0.2884
6,7,1,63.4222,63.5715,63.7207,0.2985
6,7,5,63.7763,63.9362,64.0962,0.32
6,7,6,64.1493,64.3043,64.4593,0.31
6,7,6,64.5192,64.6586,64.798,0.2788
6,7,6,64.8516,64.9919,65.1322,0.2806
6,7,5,65.1851,65.3257,65.4662,0.2811
6,7,3,65.5274,65.6685,65.8096,0.2822
6,7,6,65.8617,66.0004,66.139,0.2772
6,7,3,66.1906,66.3304,66.4702,0.2795
6,7,5,66.5205,66.6701,66.8197,0.2993
6,7,2,66.8748,67.0273,67.1797,0.305
6,7,5,67.2352,67.3815,67.5278,0.2926
6,7,6,67.58,67.7324,67.8848,0.3047
6,7,2,67.9371,68.0892,68.2412,0.304
6,7,1,68.29,68.4513,68.6127,0.3227
6,7,1,68.6656,68.825,68.9844,0.3188
6,7,5,69.0407,69.1802,69.3198,0.2791
6,7,6,69.3713,69.5128,69.6544,0.2831
6,7,3,69.7086,69.8571,70.0056,0.297
6,7,2,70.0523,70.2092,70.3661,0.3138
6,7,6,70.4158,70.5778,70.7398,0.324
6,7,5,70.8003,70.938,71.0756,0.2753
6,7,4,71.1311,71.2754,71.4197,0.2886
6,7,4,71.4742,71.6269,71.7796,0.3054
6,7,2,71.8357,71.9918,72.1479,0.3122
6,7,3,72.2051,72.3473,72.4896,0.2845
6,7,3,72.5457,72.6815,72.8172,0.2716
6,7,3,72.8755,73.0134,73.1513,0.2758
6,7,6,73.2089,73.3471,73.4853,0.2765
6,7,3,73.5432,73.6843,73.8255,0.2822
6,7,6,73.8706,74.028,74.1854,0.3149
6,7,3,74.2442,74.3849,74.5256,0.2813
6,7,3,74.5754,74.7269,74.8784,0.303
6,7,2,74.933,75.08,75.2271,0.2941
6,7,4,75.279,75.4306,75.5823,0.3032
6,7,1,75.6412,75.7798,75.9183,0.2772
6,7,4,75.9639,76.1271,76.2904,0.3266
6,7,6,76.3477,76.4969,76.6461,0.2984
6,7,6,76.7046,76.8585,77.0125,0.3078
6,7,1,77.0724,77.2148,77.3573,0.2849
6,7,6,77.4111,77.5643,77.7174,0.3062
6,7,6,77.7726,77.917,78.0614,0.2888
6,7,6,78.1291,78.27,78.411,0.2819
6,7,3,78.4779,78.6234,78.7689,0.291
6,7,3,78.8185,78.9709,79.1233,0.3048
6,7,2,79.1817,79.322,79.4623,0.2806
6,7,1,79.5159,79.6641,79.8122,0.2964
6,7,5,79.8613,80.042,80.2227,0.3613
6,7,6,80.273,80.4232,80.5735,0.3005
6,7,2,80.6331,80.7718,80.9104,0.2773
6,7,1,80.9627,81.113,81.2633,0.3007
6,7,6,81.3154,81.4599,81.6044,0.2889
6,7,6,81.6491,81.8064,81.9636,0.3146
6,7,1,82.0239,82.1583,82.2928,0.2689
6,7,1,82.3381,82.5107,82.6832,0.3452
6,7,1,82.734,82.8981,83.0623,0.3283
6,7,1,83.1122,83.2767,83.4412,0.3289
6,7,6,83.4944,83.6341,83.7737,0.2793
6,7,6,83.8194,83.975,84.1306,0.3112
6,7,5,84.1802,84.3295,84.4788,0.2986
6,7,1,84.5339,84.6738,84.8136,0.2797
6,7,1,84.8661,85.0151,85.1641,0.298
6,7,2,85.2226,85.3633,85.5039,0.2813
6,7,3,85.5552,85.7019,85.8486,0.2934
6,7,3,85.9005,86.0412,86.1819,0.2814
6,7,6,86.2394,86.382,86.5246,0.2852
6,7,2,86.5826,86.7209,86.8592,0.2766
6,7,1,86.912,87.0613,87.2107,0.2987
6,7,1,87.2664,87.4133,87.5602,0.2937
6,7,5,87.6207,87.7616,87.9025,0.2818
6,7,6,87.9568,88.0963,88.2358,0.279
6,7,2,88.2905,88.4417,88.5929,0.3024
6,7,6,88.6452,88.7988,88.9525,0.3074
6,7,4,89.0094,89.1485,89.2876,0.2782
6,7,3,89.3469,89.4842,89.6215,0.2746
6,7,3,89.6755,89.8143,89.9531,0.2775
6,7,6,90.0103,90.1577,90.3052,0.2949
7,7,1,2.052,2.1975,2.3429,0.2909
7,7,3,2.3961,2.5367,2.6773,0.2812
7,7,3,2.7253,2.8587,2.992,0.2667
7,7,4,3.0501,3.1936,3.337,0.2869
7,7,1,3.3872,3.5331,3.6791,0.2919
7,7,2,3.7332,3.8771,4.021,0.2878
7,7,3,4.0739,4.2153,4.3568,0.2829
7,7,6,4.4118,4.5492,4.6865,0.2747
7,7,3,4.7443,4.8828,5.0212,0.2768
7,7,3,5.0695,5.2222,5.375,0.3055
7,7,6,5.4331,5.577,5.7208,0.2878
7,7,3,5.7785,5.921,6.0635,0.285
7,7,3,6.1202,6.2647,6.4091,0.289
7,7,2,6.4671,6.6106,6.754,0.2869
7,7,5,6.8054,6.9559,7.1065,0.3011
7,7,4,7.1617,7.3039,7.446,0.2843
7,7,4,7.5052,7.6501,7.795,0.2898
7,7,1,7.8557,8.0029,8.1502,0.2944
7,7,2,8.2044,8.3466,8.4888,0.2844
7,7,3,8.541,8.6798,8.8185,0.2775
7,7,1,8.8757,9.015,9.1544,0.2787
7,7,2,9.2085,9.3456,9.4827,0.2742
7,7,6,9.5354,9.6738,9.8121,0.2767
7,7,6,9.8636,10.0055,10.1474,0.2838
7,7,1,10.2051,10.3409,10.4767,0.2716
7,7,1,10.5309,10.6753,10.8198,0.2889
7,7,2,10.8776,11.0182,11.1588,0.2812
7,7,1,11.2127,11.354,11.4952,0.2825
7,7,1,11.5465,11.7047,11.8629,0.3164
7,7,1,11.9165,12.0689,12.2212,0.3047
7,7,5,12.272,12.4327,12.5934,0.3214
7,7,6,12.6484,12.7929,12.9375,0.2891
7,7,5,12.9955,13.1335,13.2715,0.276
7,7,4,13.3255,13.4648,13.6042,0.2787
7,7,2,13.659,13.8048,13.9507,0.2917
7,7,6,14.0063,14.1509,14.2955,0.2892
7,7,1,14.3517,14.4916,14.6315,0.2798
7,7,1,14.6789,14.8672,15.0554,0.3765
7,7,2,15.1102,15.2661,15.4219,0.3117
7,7,3,15.481,15.6183,15.7557,0.2748
7,7,3,15.8123,15.9472,16.0821,0.2698
7,7,2,16.14,16.2784,16.4168,0.2767
7,7,3,16.4693,16.6241,16.779,0.3098
7,7,6,16.8307,16.9716,17.1124,0.2817
7,7,3,17.17,17.3105,17.4509,0.2809
7,7,3,17.5028,17.6504,17.7979,0.2951
7,7,4,17.8551,17.9973,18.1394,0.2843
7,7,6,18.1936,18.3436,18.4936,0.2999
7,7,3,18.5521,18.7025,18.853,0.3009
7,7,3,18.8997,19.0562,19.2126,0.3129
7,7,5,19.2685,19.4139,19.5593,0.2907
7,7,6,19.6117,19.7576,19.9035,0.2918
7,7,5,19.9602,20.1013,20.2424,0.2822
7,7,5,20.3043,20.4465,20.5888,0.2845
7,7,4,20.6422,20.7899,20.9375,0.2953
7,7,1,20.9936,21.1456,21.2977,0.304
7,7,1,21.3542,21.4967,21.6392,0.2851
7,7,4,21.6979,21.8388,21.9797,0.2818
7,7,6,22.0376,22.1805,22.3235,0.2859
7,7,3,22.3808,22.5196,22.6585,0.2776
7,7,3,22.7045,22.8605,23.0164,0.312
7,7,6,23.0752,23.2154,23.3556,0.2805
7,7,3,23.4141,23.551,23.688,0.2739
7,7,3,23.7358,23.8865,24.0371,0.3013
7,7,1,24.0947,24.2328,24.3709,0.2762
7,7,3,24.422,24.5653,24.7087,0.2867
7,7,6,24.762,24.8898,25.0176,0.2557
7,7,1,25.0704,25.2101,25.3499,0.2795
7,7,1,25.3972,25.565,25.7329,0.3356
7,7,2,25.7828,25.9466,26.1104,0.3276
7,7,6,26.1649,26.3103,26.4558,0.2909
7,7,3,26.5116,26.6504,26.7892,0.2777
7,7,3,26.8424,26.9939,27.1454,0.303
7,7,5,27.2015,27.3527,27.5038,0.3023
7,7,5,27.5599,27.7105,27.861,0.3011
7,7,6,27.9182,28.0643,28.2104,0.2922
7,7,2,28.2691,28.4097,28.5503,0.2811
7,7,5,28.6026,28.7595,28.9165,0.3139
7,7,3,28.9744,29.1132,29.2521,0.2777
7,7,3,29.2995,29.4498,29.6001,0.3006
7,7,1,29.6578,29.802,29.9462,0.2884
7,7,1,29.9945,30.1537,30.313,0.3185
7,7,6,30.3681,30.5089,30.6496,0.2815
7,7,6,30.6989,30.8474,30.9959,0.2969
7,7,1,31.0604,31.2015,31.3427,0.2823
7,7,2,31.3898,31.56,31.7302,0.3404
7,7,3,31.7875,31.9326,32.0777,0.2902
7,7,1,32.1333,32.2759,32.4184,0.2851
7,7,1,32.4643,32.6254,32.7865,0.3222
7,7,4,32.8431,32.9851,33.1272,0.2841
7,7,3,33.1853,33.3305,33.4757,0.2904
7,7,3,33.5248,33.667,33.8092,0.2845
7,7,6,33.8678,34.0065,34.1452,0.2774
7,7,3,34.204,34.3424,34.4808,0.2768
7,7,2,34.5291,34.6858,34.8425,0.3134
7,7,2,34.8919,35.0538,35.2157,0.3238
7,7,1,35.2745,35.4223,35.5702,0.2956
7,7,2,35.6221,35.7823,35.9424,0.3203
7,7,5,35.995,36.139,36.283,0.2879
7,7,6,36.3331,36.4858,36.6384,0.3053
7,7,6,36.6963,36.8386,36.981,0.2847
7,7,3,37.0428,37.1809,37.3191,0.2763
7,7,2,37.3758,37.5155,37.6552,0.2793
7,7,1,37.7088,37.8483,37.9878,0.279
7,7,4,38.044,38.1873,38.3306,0.2866
7,7,1,38.3852,38.5279,38.6707,0.2855
7,7,1,38.7263,38.8643,39.0024,0.2761
7,7,4,39.0589,39.2006,39.3423,0.2834
7,7,3,39.4009,39.5361,39.6712,0.2703
7,7,3,39.7183,39.8668,40.0153,0.297
7,7,6,40.0715,40.2176,40.3638,0.2923
7,7,3,40.414,40.5572,40.7004,0.2863
7,7,6,40.7543,40.9043,41.0544,0.3001
7,7,6,41.1116,41.2523,41.3931,0.2815
7,7,4,41.4584,41.6034,41.7484,0.29
7,7,1,41.8059,41.9476,42.0893,0.2834
7,7,1,42.1412,42.2902,42.4391,0.2979
7,7,3,42.4959,42.6395,42.7832,0.2873
7,7,1,42.8399,42.9729,43.1059,0.266
7,7,4,43.1589,43.304,43.4491,0.2902
7,7,2,43.5077,43.6446,43.7816,0.2738
7,7,2,43.8296,43.988,44.1464,0.3168
7,7,1,44.1963,44.3626,44.5289,0.3326
7,7,2,44.5724,44.7453,44.9182,0.3458
7,7,3,44.9722,45.1203,45.2684,0.2962
7,7,6,45.326,45.4678,45.6095,0.2835
7,7,5,45.6659,45.8063,45.9466,0.2806
7,7,1,46.0076,46.1486,46.2896,0.2821
7,7,3,46.3433,46.491,46.6387,0.2954
7,7,3,46.697,46.8292,46.9614,0.2645
7,7,2,47.0173,47.1622,47.307,0.2897
7,7,1,47.3587,47.5098,47.6609,0.3022
7,7,6,47.7069,47.8878,48.0687,0.3618
7,7,5,48.1319,48.2698,48.4076,0.2757
7,7,1,48.4693,48.6225,48.7757,0.3064
7,7,2,48.8327,48.983,49.1333,0.3006
7,7,4,49.1958,49.3344,49.4729,0.2771
7,7,4,49.5231,49.6747,49.8262,0.3031
7,7,4,49.8812,50.0373,50.1934,0.3122
7,7,2,50.2546,50.4048,50.5549,0.3003
7,7,2,50.6043,50.7642,50.9242,0.3199
7,7,6,50.9822,51.1298,51.2774,0.2952
7,7,5,51.327,51.4701,51.6132,0.2863
7,7,4,51.6732,51.822,51.9708,0.2976
7,7,1,52.0293,52.1721,52.3149,0.2856
7,7,2,52.3704,52.5083,52.6463,0.2759
7,7,3,52.6981,52.8365,52.9749,0.2768
7,7,2,53.0315,53.1693,53.3071,0.2756
7,7,1,53.3604,53.5081,53.6557,0.2953
7,7,1,53.7053,53.8786,54.052,0.3467
7,7,4,54.1123,54.2607,54.4091,0.2968
7,7,1,54.4673,54.6125,54.7578,0.2905
7,7,3,54.8098,54.9635,55.1172,0.3075
7,7,3,55.1675,55.2997,55.4319,0.2644
7,7,3,55.49,55.6295,55.769,0.279
7,7,1,55.826,55.9688,56.1117,0.2857
7,7,4,56.1594,56.3134,56.4674,0.308
7,7,5,56.5254,56.675,56.8246,0.2992
7,7,6,56.8759,57.028,57.1801,0.3042
7,7,6,57.2368,57.3804,57.5241,0.2873
7,7,3,57.5899,57.7296,57.8693,0.2794
7,7,6,57.9193,58.0657,58.212,0.2927
7,7,5,58.2692,58.4121,58.5551,0.2859
7,7,5,58.614,58.7638,58.9135,0.2995
7,7,5,58.9718,59.1141,59.2565,0.2847
7,7,3,59.3142,59.4613,59.6084,0.2942
7,7,3,59.6574,59.8089,59.9604,0.303
7,7,6,60.0184,60.1616,60.3048,0.2864
7,7,5,60.3632,60.5034,60.6436,0.2804
7,7,2,60.701,60.8386,60.9762,0.2752
7,7,1,61.0307,61.171,61.3114,0.2807
7,7,5,61.3661,61.5056,61.6451,0.279
7,7,1,61.6991,61.838,61.9768,0.2778
7,7,1,62.0286,62.1888,62.3491,0.3205
7,7,1,62.3994,62.5689,62.7383,0.3389
7,7,2,62.7964,62.9416,63.0867,0.2903
7,7,6,63.146,63.2807,63.4154,0.2694
7,7,1,63.4716,63.6137,63.7557,0.2841
7,7,4,63.8083,63.9794,64.1505,0.3422
7,7,2,64.2101,64.3706,64.5311,0.3209
7,7,1,64.5895,64.736,64.8825,0.2929
7,7,6,64.9355,65.0945,65.2534,0.318
7,7,6,65.3061,65.4506,65.5952,0.289
7,7,5,65.6603,65.7982,65.9361,0.2758
7,7,6,65.9903,66.129,66.2678,0.2775
7,7,6,66.3211,66.4654,66.6098,0.2888
7,7,2,66.6705,66.8098,66.9491,0.2786
7,7,1,66.9972,67.1557,67.3142,0.317
7,7,2,67.369,67.5155,67.6619,0.2929
7,7,6,67.7121,67.8551,67.9981,0.286
7,7,2,68.0474,68.1939,68.3405,0.293
7,7,6,68.3889,68.5494,68.71,0.3211
7,7,4,68.7622,68.9054,69.0485,0.2863
7,7,3,69.1055,69.2518,69.398,0.2925
7,7,3,69.4448,69.5894,69.7339,0.2891
7,7,2,69.7907,69.9325,70.0742,0.2835
7,7,3,70.1249,70.2811,70.4374,0.3125
7,7,5,70.494,70.6424,70.7907,0.2967
7,7,3,70.8449,70.9991,71.1532,0.3084
7,7,3,71.2081,71.347,71.486,0.2779
7,7,2,71.5367,71.6904,71.844,0.3073
7,7,6,71.8972,72.0494,72.2016,0.3043
7,7,6,72.248,72.3926,72.5372,0.2892
7,7,3,72.5988,72.7357,72.8726,0.2738
7,7,1,72.922,73.0711,73.2201,0.2981
7,7,6,73.2656,73.4118,73.558,0.2924
7,7,1,73.6169,73.7529,73.8889,0.272
7,7,1,73.9393,74.1037,74.268,0.3287
7,7,2,74.3253,74.4716,74.6178,0.2925
7,7,5,74.6674,74.8123,74.9571,0.2897
7,7,6,75.008,75.16,75.3121,0.3041
7,7,6,75.3705,75.5164,75.6623,0.2919
7,7,3,75.7246,75.8603,75.996,0.2714
7,7,2,76.0477,76.2056,76.3635,0.3158
7,7,2,76.4085,76.5797,76.7509,0.3424
7,7,5,76.8029,76.9677,77.1324,0.3294
7,7,6,77.1883,77.3415,77.4946,0.3063
7,7,6,77.547,77.7002,77.8534,0.3064
7,7,4,77.9205,78.0606,78.2008,0.2803
7,7,5,78.2574,78.4078,78.5582,0.3007
7,7,4,78.6128,78.7603,78.9078,0.295
7,7,4,78.9628,79.129,79.2952,0.3325
7,7,1,79.3554,79.5089,79.6624,0.307
7,7,2,79.7111,79.8769,80.0426,0.3316
7,7,2,80.0979,80.2428,80.3876,0.2897
7,7,4,80.4451,80.5919,80.7387,0.2936
7,7,4,80.7949,80.9364,81.0779,0.283
7,7,5,81.1381,81.2895,81.4408,0.3027
7,7,6,81.4913,81.6512,81.8112,0.3199
7,7,6,81.863,82.0119,82.1607,0.2977
7,7,5,82.2218,82.3597,82.4976,0.2758
7,7,2,82.5527,82.7046,82.8565,0.3038
7,7,1,82.9089,83.0672,83.2254,0.3165
7,7,1,83.2743,83.4487,83.6231,0.3489
7,7,6,83.6729,83.8161,83.9594,0.2864
7,7,6,84.0031,84.1626,84.322,0.3189
7,7,3,84.374,84.5174,84.6608,0.2868
7,7,3,84.7158,84.8592,85.0026,0.2868
7,7,4,85.0604,85.2017,85.343,0.2826
7,7,3,85.3977,85.5383,85.6789,0.2812
7,7,3,85.7268,85.8691,86.0115,0.2846
7,7,2,86.0684,86.2111,86.3539,0.2855
7,7,1,86.4055,86.5574,86.7093,0.3038
7,7,4,86.7638,86.9067,87.0496,0.2858
7,7,3,87.1087,87.2514,87.3942,0.2855
7,7,1,87.4484,87.5858,87.7233,0.2749
7,7,4,87.7717,87.922,88.0723,0.3006
7,7,6,88.1318,88.2754,88.4189,0.2871
7,7,6,88.4744,88.6211,88.7678,0.2935
7,7,3,88.8303,88.974,89.1176,0.2873
7,7,1,89.17,89.3196,89.4691,0.2991
7,7,3,89.524,89.6617,89.7994,0.2754
7,7,6,89.8553,89.9862,90.1171,0.2617
8,7,1,2.052,2.1975,2.3429,0.2909
8,7,5,2.3961,2.5367,2.6773,0.2812
8,7,1,2.7328,2.8715,3.0101,0.2773
8,7,2,3.0609,3.2148,3.3687,0.3078
8,7,3,3.4237,3.5718,3.72,0.2963
8,7,3,3.7759,3.9207,4.0655,0.2895
8,7,6,4.1232,4.2677,4.4122,0.289
8,7,6,4.47,4.6105,4.7511,0.2811
8,7,3,4.8127,4.9587,5.1046,0.2918
8,7,2,5.1551,5.3081,5.4611,0.306
8,7,5,5.5119,5.6672,5.8225,0.3106
8,7,2,5.8771,6.0215,6.1659,0.2887
8,7,3,6.2233,6.3658,6.5082,0.2849
8,7,6,6.5656,6.705,6.8445,0.2789
8,7,1,6.9006,7.0428,7.1849,0.2843
8,7,4,7.2383,7.3946,7.5509,0.3127
8,7,5,7.6081,7.7491,7.8902,0.2821
8,7,6,7.9448,8.0939,8.243,0.2983
8,7,3,8.3019,8.445,8.5882,0.2863
8,7,5,8.6415,8.7954,8.9492,0.3077
8,7,2,9.0038,9.1517,9.2996,0.2958
8,7,6,9.3564,9.4986,9.6408,0.2844
8,7,3,9.6968,9.8372,9.9777,0.2809
8,7,2,10.0342,10.1807,10.3273,0.2931
8,7,6,10.3799,10.5355,10.6911,0.3111
8,7,4,10.7379,10.8824,11.0269,0.289
8,7,4,11.084,11.2305,11.3771,0.2931
8,7,3,11.4338,11.5907,11.7476,0.3138
8,7,2,11.8029,11.9455,12.0881,0.2851
8,7,3,12.1363,12.2992,12.4621,0.3258
